,0
מִטָּלֶה,מטלה
לְדָגִים,לדגים
לִדְלִי,לדלי
"י""ז","י""ז"
"נ""ז","נ""ז"
"קס""ט","קס""ט"
"מ""ד","מ""ד"
"ק""פ","ק""פ"
וּכְנֶגְדּוֹ,וכנגדו
הַזָּנָב,הזנב
שְׁנָת,שנת
"קפ""ב","קפ""ב"
"קע""ז","קע""ז"
בִּשְׁלָשְׁתָּן,בשלושתן
שֶׁהַיָּרֵחַ,שהירח
הַנְּטִיָּה,הנטייה
וְהַמֶּרְחָק,והמרחק
וְיִתְקָרַב,ויתקרב
לַזָּנָב,לזנב
נוֹסָף,נוסף
מִמַּעֲלָה,ממעלה
נְטִיָּתוֹ,נטייתו
הַדְּרוֹמִי,הדרומי
וּבְמַסְלוּל,ובמסלול
שֶׁהוֹדַעְנוּךָ,שהודענוך
מִנְיָנוֹת,מניינות
שֶׁמְּקוֹם,שמקום
"כ""ז","כ""ז"
"רל""א","רל""א"
שֶׁהִקְדַּמְנוּ,שהקדמנו
וּמוּכָנִים,ומוכנים
לִידִיעַת,לידיעת
בָּאֹרֶךְ,באורך
וּבָרֹחַב,וברוחב
וְהִתְבּוֹנֵן,והתבונן
הָאֹרֶךְ,האורך
שֶׁתִּגְרַע,שתגרע
הַמַּרְאֶה,המראה
וְתָכִין,ותכין
נָלוֹז,נלוז
בְּמַעְגָּלוֹ,במעגלו
הַמִּקְצָת,המקצת
שֶׁתִּקַּח,שתיקח
חֻמְשָׁיו,חומשיו
שְׁלִישִׁיתוֹ,שלישיתו
רְבִיעִיתוֹ,רביעיתו
חֲמִישִׁיתוֹ,חמישיתו
שְׁתוּתוֹ,שתותו
נְלִיזַת,נליזת
מַעְגָּל,מעגל
וְתִתְבּוֹנֵן,ותתבונן
הַמַּעְגָּל,המעגל
הֵפֶךְ,היפך
הַרֹחַב,הרוחב
שְׁלִישָׁיו,שלישיו
שֶׁבָּאנוּ,שבאנו
"י""א","י""א"
בַּשְּׁנִיּוֹת,בשנייות
שֶׁהָאֹרֶךְ,שהאורך
וְחָזַרְנוּ,וחזרנו
וְלָקַחְנוּ,ולקחנו
תָּבִין,תבין
הַקִּצִּין,הקיצין
קִצֵּי,קיצי
מִיָּתֵר,מיתר
לְהִתְבּוֹנֵן,להתבונן
עָרַכְנוּ,ערכנו
הַקְּצוּבוֹת,הקצובות
תּוֹסָפוֹת,תוספות
גֵּרוּעִין,גירועין
שֶׁיָּגַעְנוּ,שיגענו
שֶׁהִמְצֵינוּ,שהמצינו
בְּחֶשְׁבּוֹנָם,בחשבונם
עֲקַלְקָלוֹת,עקלקלות
בְּמַעְגְּלוֹתָיו,במעגלותיו
"""שֶׁמֶשׁ","""שמש"
"מְבוֹאוֹ""","מבואו"""
בַּאֲרוּכָה,בארוכה
מֵחֶשְׁבּוֹנוֹת,מחשבונות
וְהָרְאָיָה,והראיה
הַמְּצוּיִים,המצויים
לַמְּחַבֵּר,למחבר
שֶׁאֲמָרוֹ,שאמרו
וְהַטַּעַם,והטעם
שֶׁמְּכַסִּין,שמכסין
בְּגַיְא,בגיא
וְתָלוּל,ותלול
שֶׁשּׁוֹכֵן,ששוכן
צַח,צח
שֶׁבִּימוֹת,שבימות
בְּטֹהַר,בטוהר
הָאָבָק,האבק
וְהָאֹרֶךְ,והאורך
שֶׁתַּעֲרֹךְ,שתערוך
הַקִּצִּים,הקיצים
וּגְלִיָּתוֹ,וגלייתו
וּמְקוֹמָהּ,ומקומה
הַמַּבְדִּילִין,המבדילין
וְקִבְּלוּם,וקיבלום
וּמָנוּ,ומנו
הַמְּקֻדָּשׁ,המקודש
וְלֵיל,וליל
שֶׁכִּסּוּהוּ,שכיסוהו
בַּמְּדִינוֹת,במדינות
וְהֶעָבִים,והעבים
שֶׁבְּיַד,שביד
בִּקְבִיעָה,בקביעה
וּמִתְכַּוְּנִין,ומתכוונין
וּבְחֶשְׁבּוֹנוֹת,ובחשבונות
הַמְּעֻבָּרִין,המעוברין
שֶׁמַּרְאִין,שמראין
הֱיוֹתוֹ,היותו
שֶׁנִּתְקַבַּץ,שנתקבץ
וּמְכֻוָּנוֹת,ומכוונות
בִּמְדִינוֹת,במדינות
הַמַּעְרָבִית,המערבית
הַמְּכֻוֶּנֶת,המכוונת
מִזְרָחִיּוֹת,מזרחייות
הַמִּזְרָחִית,המזרחית
שֶׁבְּמַעְרָב,שבמערב
וְשֶׁבְּמִזְרָח,ושבמזרח
וּמַעְרָב,ומערב
לְהַגְדִּיל,להגדיל
וּלְהַאְדִּירָהּ,ולהאדירה
נְטִיַּת,נטיית
שֶׁפּוֹגַעַת,שפוגעת
בַּעֲגֻלַּת,בעגולת
וּמֵרֹאשׁ,ומראש
וּלְהִתְרַחַק,ולהתרחק
לְהִתְקָרַב,להתקרב
לַקַּו,לקו
כְּשֶׁתִּהְיֶה,כשתהיה
וְתִזְרַח,ותזרח
וְתִשְׁקַע,ותשקע
מִמַּעֲלוֹת,ממעלות
לִנְטִיָּתָהּ,לנטייתה
וְחֵצִי,וחצי
הַשֵּׁעוּרִים,השיעורים
נְטִיָּתָם,נטייתם
בַּמִּנְיָן,במניין
מְנָתָם,מנתם
הַנְּטִיּוֹת,הנטייות
וּבַיָּרֵחַ,ובירח
שֶׁעִם,שעם
שֶׁבְּיָדָךְ,שבידך
דְּרוֹם,דרום
וּלְאֵיזוֹ,ולאיזו
וּנְטִיַּת,ונטיית
צְפוֹנִיִּים,צפוניים
דְּרוֹמִיִּים,דרומיים
שֶׁמַּעֲלַת,שמעלת
נְטִיָּתָהּ,נטייתה
מֶרְחָקוֹ,מרחקו
מִזְרַח,מזרח
מַעְרַב,מערב
צְפוֹנוֹ,צפונו
דְּרוֹמוֹ,דרומו
וּמֵחֲקִירַת,ומחקירת
מִקֶּשֶׁת,מקשת
וּבַחֲקִירַת,ובחקירת
לַמְּבִינִים,למבינים
וּקְרָאוּ,וקראו
"נֶעְדָּרָה""","נעדרה"""
לִזְעֹק,לזעוק
וּלְהָרִיעַ,ולהריע
הַצַּר,הצר
הַצֹּרֵר,הצורר
וַהֲרֵעֹתֶם,והרעותם
וְאַרְבֶּה,וארבה
זַעֲקוּ,זעקו
וְהָרִיעוּ,והריעו
וְיִזְעֲקוּ,ויזעקו
וְיָרִיעוּ,ויריעו
הֵרַע,הרע
"""עֲוֺנוֹתֵיכֶם","""עוונותיכם"
"אֵלֶּה""","אלה"""
מֵעֲלֵיהֶם,מעליהם
יִזְעֲקוּ,יזעקו
יָרִיעוּ,יריעו
מִמִּנְהַג,ממנהג
נִקְרֹא,נקרוא
נִקְרֵית,נקרית
וְגוֹרֶמֶת,וגורמת
"""וַהֲלַכְתֶּם","""והלכתם"
בְּקֶרִי,בקרי
בַּחֲמַת,בחמת
"קֶרִי""","קרי"""
כְּשֶׁאָבִיא,כשאביא
שֶׁתָּשׁוּבוּ,שתשובו
שֶׁיְּרֻחֲמוּ,שירוחמו
וּבְשׁוֹפָר,ובשופר
זוֹעֲקִים,זועקים
וְזוֹעֲקִין,וזועקין
וּלְהַצִּילָן,ולהצילן
בַּתַּעְנִית,בתענית
עֻבְרוֹת,עוברות
מִתַּעְנִית,מתענית
שֶׁצִּבּוּר,שציבור
צָרָתָן,צרתן
צָרָתוֹ,צרתו
יִתְעַנֶּה,יתענה
בְּמוֹעֲדוֹת,במועדות
מְקַבְּלָהּ,מקבלה
כְּשֶׁיִּתְפַּלַּל,כשיתפלל
תַּעְנִיתוֹ,תעניתו
מִבְּעוֹדוֹ,מבעודו
וְהִתְעַנָּה,והתענה
וְלַלַּיְלָה,וללילה
בְּתַעְנִיתוֹ,בתעניתו
וִיחַפַּשׂ,ויחפש
וּמִתְעַסֵּק,ומתעסק
בַּשָּׁעוֹת,בשעות
יִבְלַע,יבלע
וּמִתְכַּנְּסִין,ומתכנסין
תַּעְנִיתָן,תעניתן
וּבוֹדְקִים,ובודקים
הַמִּכְשׁוֹלוֹת,המכשולות
וּמַזְהִירִין,ומזהירין
וַעֲבֵרוֹת,ועבירות
וּמַשְׁפִּילִין,ומשפילין
וּמֵחֲצִי,ומחצי
"""מוּסַר","""מוסר"
"בְּתוֹכַחְתּוֹ""","בתוכחתו"""
בְּתוֹכֵחוֹת,בתוכחות
וּמִתְוַדִּים,ומתוודים
כּוֹחָם,כוחם
הֲצָרַת,הצרת
הֶחֳלָיִים,החוליים
הַמְּזוֹנוֹת,המזונות
מִצָּרַת,מצרת
שֶׁצּוֹעֲקִין,שצועקין
שֶׁסְּבִיבוֹתֵיהֶם,שסביבותיהם
לְהִתְקַבַּץ,להתקבץ
לְעֶזְרָתָן,לעזרתן
"""וְחֶרֶב","""וחרב"
וּשְׁיָרוֹת,ושיירות
אֲחֶרֶת,אחרת
רְחוֹקוֹת,רחוקות
בָרְחָה,ברחה
וְרָדְפָה,ורדפה
רָדְפָה,רדפה
בָּאֲגַם,באגם
הָרֵעָבוֹן,הרעבון
הַבְּנוּיִים,הבנויים
בַּמִּדְבָּרוֹת,במדברות
וּבָאֲרָצוֹת,ובארצות
הַנְּשַׁמּוֹת,הנשמות
שֶׁסִּכְּנוּ,שסיכנו
בְּעַצְמָם,בעצמם
שֶׁשֻּׁלְּחוּ,ששולחו
וְהִזִּיקוּ,והזיקו
בַּתְּבוּאָה,בתבואה
חַרְחוּר,חרחור
וְגוֹזְרִין,וגוזרין
כִּשְׁחִין,כשחין
שֶׁהוּזְלוּ,שהוזלו
וְהַמַּתָּן,והמתן
שֶׁיִּצְטָרַךְ,שיצטרך
שֶׁיָּצֵרוּ,שיצירו
שֶׁהַבָּתִּים,שהבתים
קִבְרֵיהֶן,קבריהן
מִתְפַלְּלִין,מתפללין
וּבָתֵּיהֶם,ובתיהם
שֶׁצָּמְחָה,שצמחה
הַצְּמָחִים,הצמחים
פְּרִיחַת,פריחת
וְהַשִּׁיחִין,והשיחין
וְהַמְּעָרוֹת,והמערות
גֶּשֶּׁם,גשם
וּמִתְעַנִּים,ומתענים
נֶעְנוּ,נענו
בְּצוֹם,בצום
בִּרְחִיצַת,ברחיצת
וּמִתְפַלְּלִין,ומתפללין
מְעַנְּגִין,מענגין
בְּפִנּוּקִין,בפינוקין
וִיתֵרוֹת,ויתרות
בִּרְחוֹב,ברחוב
לֶחָנוּת,לחנות
וַאֲהָלִים,ואהלים
וּמְמַעֲטִין,וממעטין
פִּרְיָה,פרייה
וְרִבְיָה,ורבייה
שֶׁקִּיַּם,שקיים
כִּנְזוּפִין,כנזופין
וּכְשֶׁמִּתְעַנִּין,וכשמתענין
כְּשֶׁתַּגִּיעַ,כשתגיע
שֶׁעוֹנַת,שעונת
וְדִינָהּ,ודינה
וּבִגְלַל,ובגלל
וּבְאוֹתָן,ובאותן
וּמִתְכַּסִּים,ומתכסים
מֻקְלֶה,מוקלה
הַבְּכִיָּה,הבכייה
וּלְהַכְנִיעַ,ולהכניע
שֶׁיִּכָּלְמוּ,שייכלמו
וְיָשׁוּבוּ,וישובו
תַּעְנִיתָם,תעניתם
"מַעֲשֵׂיהֶם""","מעשיהם"""
"""וְקִרְעוּ","""וקרעו"
"בִּגְדֵיכֶם""","בגדיכם"""
שֶׁיַּכְנִיעַ,שיכניע
הַכִּבּוּשִׁין,הכיבושין
וּמִטַּפֵּל,ומיטפל
וּבִבְנֵי,ובבני
וְהַנִּלְוִים,והנלווים
בְּיַלְדּוּתוֹ,בילדותו
"""אֶשָּׂא","""אשא"
"""מִמַּעֲמַקִּים","""ממעמקים"
"""תְּפִלָּה","""תפילה"
"יַעֲטֹף""","יעטוף"""
בְּעָנְיֵנוּ,בעוניינו
וּפְסוּקִים,ופסוקים
וּמִכִּתְבֵי,ומכתבי
בַּחֲתִימוֹת,בחתימות
בְּגִלְגָּל,בגלגל
וּכְשֶׁמַּגִּיעַ,וכשמגיע
וְחַזָּן,וחזן
לַתּוֹקְעִים,לתוקעים
שֶׁמִּתְפַלְּלִין,שמתפללין
וּבוֹכִין,ובוכין
תָשׁוּבוּ,תשובו
מִתַּעְנִיּוֹת,מתענייות
וְיִפְסְקוּ,ויפסקו
בְּעֹמֶק,בעומק
וּבַבֵּינוֹנִית,ובבינונית
וּבָעֲבוּדָה,ובעבודה
בְּעָמְקָהּ,בעומקה
לְעוֹרֵר,לעורר
וְלִפְתֹחַ,ולפתוח
לְמַעֲשֵׂינוּ,למעשינו
כְּמַעֲשֵׂינוּ,כמעשינו
שֶׁבְּזִכְרוֹן,שבזכרון
נָשׁוּב,נשוב
עֲוֺנָם,עוונם
עֲוֺן,עוון
"אֲבֹתָם""","אבותם"""
וְנִכְבָּת,ונכבת
הַנִּשְׁאֲרָה,הנשארה
וְסִבַּב,וסיבב
לְהָתֵם,להתם
וְהֵבִיאָהּ,והביאה
בְּמָצוֹר,במצור
וּבְמָצוֹק,ובמצוק
וּבֻטַּל,ובטל
בְּחָרְבָּן,בחורבן
אֲפוּסְטְמוֹס,אפוסטמוס
וּגְדוֹלֵי,וגדולי
וְנֶהְרְגוּ,ונהרגו
טוּרְנוּסְרוּפוֹס,טורנוסרופוס
"""צִיּוֹן","""ציון"
"תֵחָרֵשׁ""","תיחרש"""
"""צוֹם","""צום"
"הָעֲשִׂירִי""","העשירי"""
לְתַעְנִית,לתענית
שֶׁנִּתְעַנּוּ,שנתענו
"וְזַעֲקָתָם""","וזעקתם"""
אסתר,אסתר
"בְּ""וַיְחַל","ב""ויחל"
מִשֶּׁיִּכָּנֵס,משייכנס
מְגֹהָץ,מגוהץ
לְמֶרְחֵץ,למרחץ
כְּיוֹמוֹ,כיומו
סָעַד,סעד
כִּסְעוֹדַת,כסעודת
לִסְבֹּל,לסבול
בִּדְאָגָה,בדאגה
וּבְשִׁמָּמוֹן,ובשיממון
וּבְכִיָּה,ובכייה
וּמִיָּמֵינוּ,ומימינו
דּוֹוִים,דווים
נֶאֱנָחִים,נאנחים
מַחְזִירִים,מחזירים
וּבַמִּשְׁנָה,ובמשנה
וּבַתַּלְמוּד,ובתלמוד
וּבַהַגָּדוֹת,ובהגדות
מְסֻיָּד,מסוייד
וּמְכֻיָּר,ומכוייר
וְסָד,וסד
מְסֻיֶּדֶת,מסויידת
וּמְכֻיֶּרֶת,ומכויירת
לְקַלַּף,לקלף
שֶׁהָעוֹרֵךְ,שהעורך
הַקְּעָרוֹת,הקערות
וּכְשֶׁהָאִשָּׁה,וכשהאישה
וְהַזָּהָב,והזהב
מְשַׁיֶּרֶת,משיירת
הַתַּכְשִׁיט,התכשיט
וּכְשֶׁהֶחָתָן,וכשהחתן
לְחִכִּי,לחיכי
אֶזְכְּרֵכִי,אזכרכי
"שִׂמְחָתִי""","שמחתי"""
מַשְׁמִיעֵי,משמיעי
לְשָׁמְעָן,לשומען
הֶחָרְבָּן,החורבן
"""בַּשִּׁיר","""בשיר"
"יָיִן""","יין"""
"""הָסִיר","""הסיר"
"הָעֲטָרָה""","העטרה"""
בְּחָרְבָּנָם,בחורבנם
"""עָרֵי","""ערי"
"מִדְבָּר""","מדבר"""
בְּחָרְבָּנָהּ,בחורבנה
קָדְשֵׁנוּ,קודשנו
וּמֵעוֹמֵד,ומעומד
לְשָׁלְלָן,לשוללן
לְמָלְלָן,למוללן
לְלַקְּטָן,ללקטן
וּלְתָפְרָן,ולתופרן
וּלְמֹעֲדִים,ולמועדים
"אֱהָבוּ""","אהבו"""
וְהַדְּבָרִים,והדברים
בִּקְרִיאָתָהּ,בקריאתה
מְבַטְּלִים,מבטלים
שֶׁנִּדְחֶה,שנדחה
שֶׁהַפּוֹגֵעַ,שהפוגע
קוֹבְרוֹ,קוברו
הַשׁוֹמֵעַ,השומע
הַרָּב,הרב
וְהַמְּשַׁלֵּם,והמשלם
"""בִּזְמַנֵּיהֶם""","""בזמניהם"""
שׁוּשַׁן,שושן
"""וְנוֹחַ","""ונוח"
וְיֵחָשְׁבוּ,וייחשבו
כְּרָכִין,כרכין
חֲרֵבִין,חרבין
וְנִתְעַכַּב,ונתעכב
וּכְּרָךְ,וכרך
כִּכְּרָךְ,ככרך
וּבְלֵילֵיהֶם,ובליליהם
וְיַעְבִירֶנָּה,ויעבירנה
מַקְדִימִין,מקדימין
כְּרָכִים,כרכים
הָאֲחֲרוֹן,האחרון
הַלּוֹעֵז,הלועז
וּשְׁמָעָהּ,ושמעה
אֲרָמִית,ארמית
לַאֲרַמִּי,לארמי
מַגִּיהָהּ,מגיהה
שֶׁהַמְּכַוֵּן,שהמכוון
בִּכְתִיבָתָהּ,בכתיבתה
בְּשֶׁמִּתְכַּוֵּן,בשמתכוון
שֶׁמַּעֲתִיק,שמעתיק
וְהַשּׁוֹמְעִים,והשומעים
קוֹראִין,קוראין
כַּתּוֹרָה,כתורה
עוֹרוֹתֶיהָ,עורותיה
נִתְפֶּרֶת,נתפרת
בַּקָּצָה,בקצה
וּמִנְהַג,ומנהג
וְכוֹרְכָהּ,וכורכה
כַּאֲדָר,כאדר
לַפּוּרִים,לפורים
לָרֵעִים,לריעים
שֶׁקִּדְּמוּ,שקדמו
וּסְעוֹדַת,וסעודת
שֶׁיִּשְׁתַּכַּר,שישתכר
וְיֵרָדֵם,ויירדם
בְּשִׁכְרוּת,בשכרות
"""וּמִשְׁלֹחַ","""ומשלוח"
"לְרֵעֵהוּ""","לרעהו"""
"""וּמַתָּנוֹת","""ומתנות"
"לָאֶבְיֹנִים""","לאביונים"""
הַפּוֹשֵׁט,הפושט
מִלְּהַרְבּוֹת,מלהרבות
בִּסְעוֹדָתוֹ,בסעודתו
וּבִשְׁלֹחַ,ובשלוח
לְרֵעָיו,לריעיו
וּמְפֹאֲרָה,ומפוארה
שֶׁהַמְּשַׂמֵּחַ,שהמשמח
"""לְהַחֲיוֹת","""להחיות"
"נִדְכָּאִים""","נדכאים"""
מִמְּגִלַּת,ממגילת
וְכַהֲלָכוֹת,וכהלכות
נִשְׁכְּחוּ,נשכחו
הָרִאשֹׁנוֹת,הראשונות
נִסְתְּרוּ,נסתרו
"מֵעֵינָי""","מעיניי"""
"""וִימֵי","""וימי"
"מִזַּרְעָם""","מזרעם"""
כְּשֶׁמָּלְכוּ,כשמלכו
וּבִטְּלוּ,וביטלו
בִּמְמוֹנָם,בממונם
וּבִבְנוֹתֵיהֶם,ובבנותיהם
וּפָרְצוּ,ופרצו
וְצַר,וצר
וּלְחָצוּם,ולחצום
לַחַץ,לחץ
שֶׁרִחַם,שריחם
וְהוֹשִׁיעָם,והושיעם
וְגָבְרוּ,וגברו
וַהֲרָגוּם,והרגום
וְהוֹשִׁיעוּ,והושיעו
וּכְשֶׁגָּבְרוּ,וכשגברו
וְאִבְּדוּם,ואיבדום
שֶׁכָּתְשׁוּ,שכתשו
שֶׁתְּחִלָּתָן,שתחילתן
כִּקְרִיאַת,כקריאת
בְּהַדְלָקַת,בהדלקת
וְשֶׁהֶחֱיָנוּ,ושהחיינו
שֶׁקְּרִיאַת,שקריאת
תִקְּנוּהוּ,תיקנוהו
יְזַלְזְלוּ,יזלזלו
הַכִפּוּרִים,הכיפורים
בְּתִשְׁעַת,בתשעת
בְּדִלּוּג,בדילוג
כְּרָאשֵׁי,כראשי
וְדוֹלֵג,ודולג
זְכָרָנוּ,זכרנו
"יָהּ""","יה"""
"יָּהּ""","יה"""
דִּלּוּג,דילוג
וַחֲסִידֶיךָ,וחסידיך
וְצַדִּיקִים,וצדיקים
וּלְשִׁמְךָ,ולשמך
לְזַמֵּר,לזמר
"מֵ""אוֹדְךָ","מ""אודך"
"עֲנִיתָנִי""","עניתני"""
שֶׁמְּקַרֶּא,שמקרא
לֹעֵז,לועז
תַּחֲנוּנָי,תחנוניי
בִּקְרִיאָתוֹ,בקריאתו
וּבַעֲנִיַּת,ובעניית
וְהַמְּהַדֵּר,והמהדר
נֶחְשֶׁבֶת,נחשבת
כְּנֵר,כנר
כָפָה,כפה
כִּמְדוּרָה,כמדורה
שְׁקִיעָתָהּ,שקיעתה
לְהַדְלִיקָהּ,להדליקה
נִשְׁאֲרָה,נשארה
לְסַלְּקָהּ,לסלקה
וּפְתִילוֹת,ופתילות
לִמְנוֹתָן,למנותן
לִמְדוּרָה,למדורה
שֶׁהִדְלִיקוֹ,שהדליקו
שֶׁיַּדְלִיקוֹ,שידליקו
בְּהַדְלָקָה,בהדלקה
הִדְלִיקוֹ,הדליקו
שֶׁיַּדְלִיקֶנּוּ,שידליקנו
שֶׁהַהַדְלָקָה,שההדלקה
שֶׁנִּתְאָרַח,שנתארח
חַבִּיבָה,חביבה
"""דְּרָכֶיהָ","""דרכיה"
"שָׁלוֹם""","שלום"""
עָשָׁר,עשר
מִמֹּקְשֵׁי,ממוקשי
וּבוֹעֲלָהּ,ובועלה
וְלִקּוּחִין,וליקוחין
בַּבִּיאָה,בביאה
וּשְׁלָשְׁתָּן,ושלושתן
שֶׁנִּקְנֵית,שנקנית
גֶּט,גט
מִשֶּׁנִתְּנָה,משניתנה
הַקְּדֵשָׁה,הקדשה
בִּיאָתָן,ביאתן
וְחִיַּב,וחייב
וְאָחוֹת,ואחות
שֶׁאֲסוּרוֹת,שאסורות
הַנִּקְרָאוֹת,הנקראות
חִיַּב,חייב
וּמַמְזֶרֶת,וממזרת
וּגְרוּשָׁתוֹ,וגרושתו
כִּגְרוּשָׁה,כגרושה
וְהַנְּתִינִים,והנתינים
כְּמַמְזְרִים,כממזרים
וְאִסּוּרָם,ואיסורם
הַנְּתִינִים,הנתינים
וּבְעוּלָה,ובעולה
"""דּוֹר","""דור"
שֶׁדּוֹר,שדור
כַּעֲשֵׂה,כעשה
לִידָתָהּ,לידתה
כְּשׁוּמָה,כשומה
הַיְּדוּעוֹת,הידועות
לַהֲבָאַת,להבאת
נַעְרוּת,נערות
לִשְׁתֵּים,לשתים
וּכְשֶׁתָּבִיא,וכשתביא
מִסִּימָנֵי,מסימני
שֶׁהָאַיְלוֹנִית,שהאיילונית
שִׁפּוֹלֵי,שיפולי
כַּנָּשִׁים,כנשים
בַּבַּת,בבת
מִשֶּׁתַּחְזִיר,משתחזיר
קֹמֶט,קומט
וּמִשֶּׁיַּשְׁחִיר,ומשישחיר
וּמִשֶּׁיִּתֵּן,ומשייתן
וּמִשֶּׁיִּפָּצֵל,ומשייפצל
וְרִבּוֹתַי,ורבותיי
מִשֶּׁיִּפָּצֵל,משייפצל
מִשֶּׁיִּטּוּ,משיטו
הַדַּדִּין,הדדין
וּמִשֶּׁיִּתְקַשְׁקְשׁוּ,ומשיתקשקשו
וּמִשֶּׁתַּקִּיף,ומשתקיף
וּמִשֶּׁיִּתְמַעַךְ,ומשיתמעך
בְּקַטְנוּתָהּ,בקטנותה
וְנָשַׁר,ונשר
תַחְתּוֹן,תחתון
כְּסִימָנִין,כסימנין
מִשֶּׁיִּוָּלֵד,משייוולד
שׁוּמָה,שומה
לַשֵּׂעָר,לשיער
וָמָעְלָה,ומעלה
לִשְׁנַת,לשנת
שֶׁיִּוָּלְדוּ,שייוולדו
רְתִיחָה,רתיחה
וּכְשֶׁמַּטִּיל,וכשמטיל
דֵּהָה,דיהה
וְסָרִיס,וסריס
שֶׁחָתְכוּ,שחתכו
נִתְּקוּ,ניתקו
מִעֲכוּ,מיעכו
גִּידוֹ,גידו
בֵּיצָיו,ביציו
וּכְשֶׁיִּהְיֶה,וכשיהיה
נִבְדַּק,נבדק
וּבַבַּת,ובבת
לְעִיקָרָן,לעיקרן
וּמִשֶּׁיִּצְמְחוּ,ומשיצמחו
וּצְרִיכוֹת,וצריכות
בְּעִיקָרָן,בעיקרן
וּשְׂעָרוֹת,ושערות
וְנָשְׁרוּ,ונשרו
שֶׁהַשְּׂעָרוֹת,שהשערות
לַנְּקֵבָה,לנקבה
בְּשֶׁנִּבְדְּקוּ,בשנבדקו
נִבְדְּקוּ,נבדקו
כְּשֶׁבּוֹדְקִין,כשבודקין
וְנֶאֱמָנוֹת,ונאמנות
וּבַעֲרָכִין,ובערכין
וּמְעֻבָּרוֹת,ומעוברות
לַמַּכּוֹת,למכות
לָעֻנְשִׁים,לעונשים
לַנְּדָרִים,לנדרים
וְלָעֲרָכִין,ולערכין
וְלַחֲרָמִים,ולחרמים
וְלַהֶקְדֵּשׁוֹת,ולהקדשות
וְאֵבַרֵי,ואברי
נַקְבוּת,נקבות
אָטוּם,אטום
נִקְרַע,נקרע
הַטֻּמְטוֹם,הטומטום
שֶׁנְּדַבַּר,שנדבר
הָאִלְּמִים,האילמים
בְּדַעְתָּן,בדעתן
שׁוֹטִים,שוטים
וּפִקַּחַת,ופיקחת
עִנְיָנָם,עניינם
וְאֵלוּ,ואלו
פִּקְּחִים,פיקחים
לְעֻמָּתָךְ,לעומתך
יָלוּזוּ,ילוזו
מֵעֵינֶיךָ,מעיניך
שֶׁנִּזְכֹּר,שנזכור
מִפְּרוּטָה,מפרוטה
שֶׁמַּשְׁמָעָן,שמשמען
הַקְנָאָה,הקנאה
הַמִּתְקַדֶּשֶׁת,המתקדשת
כַּגֶּט,כגט
כּוֹתְבוֹ,כותבו
וּמִתְיַחֵד,ומתייחד
וְהַמְּקַדֵּשׁ,והמקדש
כְּשֶׁיְּקַדַּשׁ,כשיקדש
שֶׁהִקְנָה,שהקנה
אֲרוּסִיךְ,ארוסיך
אִישִׁיךְ,אישיך
אֲרוּסָתִי,ארוסתי
זְקוּקָה,זקוקה
לְקוּחָתִי,לקוחתי
חֲרוּפָתִי,חרופתי
מְיֻעֶדֶת,מיועדת
צַלְעָתִי,צלעתי
סְגוּרָתִי,סגורתי
תַּחְתַּי,תחתיי
אֲסוּרָתִי,אסורתי
תְּפוּסָתִי,תפוסתי
לְמִלּוֹת,למילות
שֶׁקְּנָיָהּ,שקניה
הַקִּדּוּשִׁין,הקידושין
וְרָצָת,ורצת
עֲסֵקִין,עסקין
וְהַגֵּרוּשִׁין,והגירושין
וּמְגֹרֶשֶׁת,ומגורשת
לְחֶצְיִי,לחציי
תִּהְיִי,תהיי
וְאַחֶרֶת,ואחרת
חֶצְיִיךְ,חצייך
וְחֶצְיִיךְ,וחצייך
חֲצָיַיִךְ,חצייך
בִּתָּךְ,בתך
וּפָרָתָךְ,ופרתך
וְקַרְקָעָךְ,וקרקעך
וְכִשְׁהִיא,וכשהיא
רְשׁוּתָהּ,רשותה
וְקִדּוּשֶׁיהָ,וקידושיה
וּבִכְתֻבָּתָהּ,ובכתובתה
נִתְאַלְמְנָה,נתאלמנה
שֶׁתִּבְגֹּר,שתבגור
שֶׁתִּוָּלֵד,שתיוולד
וְקַבְּלִי,וקבלי
קִדּוּשַׁיִךְ,קידושייך
בִּשְׁלִיחוּת,בשליחות
וְהַמְּשַׁלֵּחַ,והמשלח
שֶׁהִרְשָׁהוּ,שהרשהו
לִשְׁלִיחוּת,לשליחות
"""כֵּן","""כן"
שְׁלוּחֲכֶם,שלוחכם
וְהַגִּטִּין,והגיטין
שֶׁשִּׁלְּחָה,ששילחה
קִדַּשְׁתִּיהָ,קידשתיה
אֵרַסְתִּיהָ,אירסתיה
הַמְּקַדֵּשׁ,המקדש
שֶׁתְּקַדַּשׁ,שתקדש
שֶׁיִּרְאֶנָּה,שיראנה
שׂוֹנְאָהּ,שונאה
"כְּרִיתֻת""","כריתות"""
וּפֵרוּשׁוֹ,ופירושו
לִקּוּחִים,ליקוחים
"מִמֶּנִּי""","ממני"""
שֶׁקִּדּוּשָׁיו,שקידושיו
שִׁדּוּךְ,שידוך
לִקְדֵשָׁה,לקדשה
כָּרְחָהּ,כורחה
כְּשֶׁנָּתַן,כשנתן
נַמֵּי,נמי
מְקֻדָּשׁוֹת,מקודשות
שֶׁקִּבְּלָה,שקיבלה
בְּלִבָּהּ,בליבה
תֹּאמְרִי,תאמרי
וּנְטָלַתּוּ,ונטלתו
וּזְרָקַתּוּ,וזרקתו
שֶׁיְּקַבְּלֶנּוּ,שיקבלנו
